number,title,arc,series,japanese_air_date,english_air_date,filler_status,characters
97,Shikadai's Decision,,Boruto,"March 10, 2019","January 12, 2021",Filler,"['Shikadai Nara', 'Shikamaru Nara', 'Temari Nara', 'Boruto Uzumaki', 'Inojin Yamanaka', 'Chōchō Akimichi', 'Iwabee Yuino', 'Denki Kaminarimon', 'Moegi Kazamatsuri', 'Enchū Nara']"
98,The Cursed Forest,Jūgo Arc,Boruto,"March 17, 2019","January 12, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Jūgo', 'Sumire Kakei', 'Wasabi Izuno', 'Namida Suzumeno', 'Nue', 'Tosaka', 'Suika Kannonji']"
99,Jūgo and the Curse Mark,Jūgo Arc,Boruto,"March 24, 2019","January 12, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Jūgo', 'Sumire Kakei', 'Wasabi Izuno', 'Namida Suzumeno', 'Tosaka', 'Momo', 'Sasami']"
100,The Predestined Path,Jūgo Arc,Boruto,"March 31, 2019","January 12, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Jūgo', 'Sumire Kakei', 'Wasabi Izuno', 'Namida Suzumeno', 'Tosaka', 'Momo', 'Sasami']"
101,Jūgo's Reinforcements,Jūgo Arc,Boruto,"April 07, 2019","January 12, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Sumire Kakei', 'Wasabi Izuno', 'Namida Suzumeno', 'Jūgo', 'Suigetsu Hōzuki', 'Karin', 'Tosaka', 'Momo', 'Sasami']"
102,Melee!,Jūgo Arc,Boruto,"April 14, 2019","January 12, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Sumire Kakei', 'Wasabi Izuno', 'Namida Suzumeno', 'Jūgo', 'Suigetsu Hōzuki', 'Karin', 'Konohamaru Sarutobi', 'Tosaka', 'Momo', 'Sasami']"
103,Migration Season,Jūgo Arc,Boruto,"April 21, 2019","January 12, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Sumire Kakei', 'Wasabi Izuno', 'Namida Suzumeno', 'Jūgo', 'Suigetsu Hōzuki', 'Karin', 'Konohamaru Sarutobi', 'Nue', 'Tosaka']"
104,The Little Roommate,,Boruto,"April 28, 2019","January 12, 2021",Filler,"['Boruto Uzumaki', 'Mitsuki', 'Sarada Uchiha', 'Konohamaru Sarutobi', 'Kōtarō Fūma', 'Nezumi Kaitō']"
105,A Wound on the Heart,,Boruto,"May 05, 2019","January 12, 2021",Filler,"['Mitsuki', 'Orochimaru', 'Boruto Uzumaki', 'Mikazuki']"
106,The Steam Ninja Scrolls: The S-Rank Mission!,Steam Ninja Scrolls Arc,Boruto,"May 12, 2019","May 25, 2021",Mixed,"['Mirai Sarutobi', 'Kakashi Hatake', 'Might Guy', 'Boruto Uzumaki', 'Shikadai Nara', 'Shikamaru Nara', 'Kurenai Sarutobi']"
107,The Steam Ninja Scrolls: The Dog and Cat War!,Steam Ninja Scrolls Arc,Boruto,"May 19, 2019","May 25, 2021",Mixed,"['Mirai Sarutobi', 'Kakashi Hatake', 'Might Guy', 'Kiba Inuzuka', 'Tamaki']"
108,The Steam Ninja Scrolls: The Haunted Inn!,Steam Ninja Scrolls Arc,Boruto,"May 26, 2019","May 25, 2021",Mixed,"['Mirai Sarutobi', 'Kakashi Hatake', 'Might Guy', 'Tenten', 'Tatsumi']"
109,The Steam Ninja Scrolls: Potato Chips and the Giant Boulder!,Steam Ninja Scrolls Arc,Boruto,"June 02, 2019","May 25, 2021",Mixed,"['Mirai Sarutobi', 'Kakashi Hatake', 'Might Guy', 'Chōji Akimichi', 'Shikamaru Nara', 'Asuma Sarutobi', 'Tatsumi']"
110,The Steam Ninja Scrolls: The Resurrection Hot Springs!,Steam Ninja Scrolls Arc,Boruto,"June 09, 2019","May 25, 2021",Mixed,"['Mirai Sarutobi', 'Tatsumi', 'Might Guy', 'Ryūki']"
111,The Steam Ninja Scrolls: Mirai's King!,Steam Ninja Scrolls Arc,Boruto,"June 16, 2019","May 25, 2021",Mixed,"['Mirai Sarutobi', 'Tatsumi', 'Kakashi Hatake', 'Might Guy', 'Ryūki', 'Boruto Uzumaki', 'Shikamaru Nara']"
112,The Chūnin Selection Conference,,Boruto,"June 23, 2019","May 25, 2021",Filler,"['Naruto Uzumaki', 'Shikamaru Nara', 'Shikadai Nara', 'Sasuke Uchiha']"
113,The Qualities of a Captain,,Boruto,"June 30, 2019","May 25, 2021",Filler,"['Boruto Uzumaki', 'Iwabee Yuino', 'Wasabi Izuno', 'Shikadai Nara', 'Moegi Kazamatsuri', 'Tonsuke']"
114,X Cards Proxy War!,,Boruto,"July 07, 2019","May 25, 2021",Filler,"['Boruto Uzumaki', 'Shikadai Nara', 'Metal Lee', 'Denki Kaminarimon', 'Sarada Uchiha', 'Chōchō Akimichi', 'Iwabee Yuino', 'Shino Aburame', 'Rock Lee', 'Ereki Kaminarimon']"
115,Team 25 (episode),,Boruto,"July 14, 2019","May 25, 2021",Filler,"['Kakashi Hatake', 'Sukea', 'Boruto Uzumaki', 'Sarada Uchiha', 'Hōki Taketori', 'Hako Kuroi', 'Renga Kokubō', 'Sai Yamanaka']"
116,Konohamaru and Remon,Konohamaru's Love Arc,Boruto,"July 21, 2019","May 25, 2021",Filler,"['Konohamaru Sarutobi', 'Boruto Uzumaki', 'Remon Yoimura', 'Sarada Uchiha', 'Chōchō Akimichi']"
117,Remon's Secret,Konohamaru's Love Arc,Boruto,"July 28, 2019","May 25, 2021",Filler,"['Konohamaru Sarutobi', 'Boruto Uzumaki', 'Remon Yoimura', 'Kankitsu Akitsuki', 'Asaki']"
118,Something That Steals Memories,Konohamaru's Love Arc,Boruto,"August 04, 2019","May 25, 2021",Filler,"['Konohamaru Sarutobi', 'Boruto Uzumaki', 'Mitsuki', 'Sarada Uchiha', 'Chōchō Akimichi', 'Remon Yoimura', 'Kankitsu Akitsuki', 'Asaki', 'Naruto Uzumaki', 'Hinata Uzumaki', 'Himawari Uzumaki', 'Shikamaru Nara']"
119,Konohamaru's Ninja Way,Konohamaru's Love Arc,Boruto,"August 11, 2019","May 25, 2021",Filler,"['Konohamaru Sarutobi', 'Boruto Uzumaki', 'Enra', 'Remon Yoimura', 'Kankitsu Akitsuki', 'Asaki', 'Sōma']"
120,With Sasuke as the Goal,One-Tail Escort Arc,Boruto,"August 18, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Shikadai Nara', 'Inojin Yamanaka', 'Chōchō Akimichi', 'Hinata Uzumaki', 'Himawari Uzumaki', 'Shikamaru Nara', 'Temari Nara', 'Yurito', 'Sasuke Uchiha', 'Isago (anime)', 'Gojō', 'Urashiki Ōtsutsuki']"
121,The Entrusted Mission: Protect the One-Tails!,One-Tail Escort Arc,Boruto,"August 25, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Shinki', 'Gaara', 'Kankurō', 'Yodo', 'Araya', 'Shukaku', 'Urashiki Ōtsutsuki']"
122,The Puppet Battle!,One-Tail Escort Arc,Boruto,"September 01, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Shinki', 'Shukaku', 'Gaara', 'Kankurō', 'Yodo', 'Araya', 'Shikadai Nara', 'Temari Nara', 'Urashiki Ōtsutsuki']"
123,Urashiki Returns,One-Tail Escort Arc,Boruto,"September 08, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Shinki', 'Shukaku', 'Shikadai Nara', 'Temari Nara', 'Urashiki Ōtsutsuki']"
124,Decision Time,One-Tail Escort Arc,Boruto,"September 15, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Shinki', 'Shukaku', 'Isago (anime)', 'Gojō', 'Sasuke Uchiha', 'Urashiki Ōtsutsuki']"
125,Boruto and Shinki,One-Tail Escort Arc,Boruto,"September 22, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Shinki', 'Shukaku', 'Sasuke Uchiha', 'Urashiki Ōtsutsuki', 'Naruto Uzumaki', 'Shikamaru Nara', 'Temari Nara', 'Shikadai Nara', 'Sai Yamanaka', 'Mirai Sarutobi', 'Gaara', 'Kankurō', 'Yodo', 'Araya']"
126,Shukaku's Trick,One-Tail Escort Arc,Boruto,"September 29, 2019","September 21, 2021",Canon,"['Naruto Uzumaki', 'Hinata Uzumaki', 'Boruto Uzumaki', 'Himawari Uzumaki', 'Shukaku', 'Kurama', 'Isobu', 'Son Gokū', 'Saiken', 'Gyūki', 'Sasuke Uchiha', 'Shikamaru Nara']"
127,Make-Out Tactics (episode),,Boruto,"October 06, 2019","September 21, 2021",Mixed,"['Boruto Uzumaki', 'Naruto Uzumaki', 'Hinata Uzumaki', 'Himawari Uzumaki', 'Sarada Uchiha', 'Sasuke Uchiha', 'Sakura Uchiha', 'Chōchō Akimichi', 'Chōji Akimichi', 'Shikamaru Nara', 'Kiba Inuzuka', 'Shino Aburame', 'Urashiki Ōtsutsuki', 'Kūi', 'Daore']"
128,Urashiki's Target,Time Slip Arc,Boruto,"October 13, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Shikadai Nara', 'Chōchō Akimichi', 'Inojin Yamanaka', 'Iwabee Yuino', 'Denki Kaminarimon', 'Metal Lee', 'Wasabi Izuno', 'Namida Suzumeno', 'Naruto Uzumaki', 'Sasuke Uchiha', 'Shikamaru Nara', 'Tenten', 'Kiba Inuzuka', 'Chōji Akimichi', 'Konohamaru Sarutobi', 'Mirai Sarutobi', 'Udon Ise', 'Urashiki Ōtsutsuki', 'Karasuki', 'Yurito']"
129,The Village Hidden in the Leaves,Time Slip Arc,Boruto,"October 20, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Jiraiya', 'Sakura Haruno', 'Tsunade', 'Karasuki']"
130,"Genin, Assemble!",Time Slip Arc,Boruto,"October 27, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Konohamaru', 'Urashiki Ōtsutsuki', 'Sakura Haruno', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Neji Hyūga', 'Rock Lee', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Ereki Kaminarimon']"
131,The Power of the Nine-Tails,Time Slip Arc,Boruto,"November 03, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Jiraiya', 'Urashiki Ōtsutsuki', 'Kurama']"
132,Jiraiya's Assignment,Time Slip Arc,Boruto,"November 10, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Jiraiya', 'Sakura Haruno', 'Hinata Hyūga', 'Neji Hyūga']"
133,A Village Without Sasuke,Time Slip Arc,Boruto,"November 24, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Jiraiya', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Urashiki Ōtsutsuki']"
134,The Power to See the Future,Time Slip Arc,Boruto,"December 01, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Jiraiya', 'Sakura Haruno', 'Konohamaru', 'Moegi', 'Udon', 'Urashiki Ōtsutsuki']"
135,"The Last Battle, Urashiki",Time Slip Arc,Boruto,"December 08, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Jiraiya', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Konohamaru', 'Moegi', 'Udon', 'Urashiki Ōtsutsuki']"
136,Crossing Time!,Time Slip Arc,Boruto,"December 15, 2019","September 21, 2021",Canon,"['Boruto Uzumaki', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Jiraiya', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Neji Hyūga', 'Konohamaru Sarutobi', 'Denki Kaminarimon', 'Ereki Kaminarimon', 'Karasuki']"
137,The Samurai Exchange Student,,Boruto,"December 22, 2019","September 21, 2021",Canon,"['Wasabi Izuno', 'Namida Suzumeno', 'Tsubaki Kurogane', 'Hanabi Hyūga', 'Sumire Kakei', 'Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Shikadai Nara', 'Inojin Yamanaka', 'Chōchō Akimichi', 'Naruto Uzumaki', 'Shikamaru Nara']"
138,Hiashi's Birthday,,Boruto,"December 29, 2019","September 21, 2021",Filler,"['Boruto Uzumaki', 'Naruto Uzumaki', 'Hinata Uzumaki', 'Himawari Uzumaki', 'Hiashi Hyūga', 'Hanabi Hyūga', 'Sarada Uchiha', 'Mitsuki', 'Kurenai Sarutobi', 'Mirai Sarutobi', 'Gatai']"
139,The Terror! Enko Onikuma,,Boruto,"January 12, 2020","September 21, 2021",Filler,"['Enko Onikuma', 'Tsuru Itoi', 'Dōshu Goetsu', 'Ibiki Morino', 'Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki']"
140,The Mind Transfer Jutsu that Lost to Potato Chips,,Boruto,"January 19, 2020","September 21, 2021",Filler,"['Inojin Yamanaka', 'Ino Yamanaka', 'Sai Yamanaka', 'Chōchō Akimichi', 'Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Shikadai Nara']"
141,The Shinobi Prison: Hozuki Castle,Mujina Bandits Arc,Boruto,"January 26, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Naruto Uzumaki', 'Shikamaru Nara', 'Sai Yamanaka', 'Kōtarō Fūma', 'Mujō', 'Kokuri', 'Tsukiyo', 'Arai', 'Kamata', 'Benga', 'Haie']"
142,A Test of Willpower,Mujina Bandits Arc,Boruto,"February 02, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Mujō', 'Kokuri', 'Tsukiyo', 'Doragu', 'Arai', 'Kamata', 'Benga', 'Haie']"
143,The Criminal Targeting Kokuri,Mujina Bandits Arc,Boruto,"February 09, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Mujō', 'Kokuri', 'Tsukiyo', 'Kedama', 'Arai', 'Kamata', 'Benga']"
144,Kokuri's Secret,Mujina Bandits Arc,Boruto,"February 16, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Naruto Uzumaki', 'Shikamaru Nara', 'Sai Yamanaka', 'Mujō', 'Kokuri', 'Tsukiyo', 'Kedama', 'Kamata', 'Benga', 'Haie']"
145,Breaking Out of Hōzuki Castle,Mujina Bandits Arc,Boruto,"February 23, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Kokuri', 'Kedama', 'Kiku', 'Doragu', 'Benga', 'Haie']"
146,Executing the Prison Break!,Mujina Bandits Arc,Boruto,"March 01, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Kokuri', 'Tsukiyo', 'Kedama', 'Doragu', 'Benga', 'Haie']"
147,The Fateful Moonlit Battle,Mujina Bandits Arc,Boruto,"March 08, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Shikadai Nara', 'Inojin Yamanaka', 'Chōchō Akimichi', 'Kokuri', 'Tsukiyo', 'Mujō', 'Sai Yamanaka', 'Kōtarō Fūma', 'Shojoji']"
148,A New Mission!! (episode),Mujina Bandits Arc,Boruto,"March 15, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Tentō Madoka', 'Ikkyū Madoka', 'Yamaoka', 'Naruto Uzumaki', 'Shikamaru Nara', 'Sai Yamanaka', 'Kōtarō Fūma', 'Shikadai Nara', 'Inojin Yamanaka', 'Chōchō Akimichi', 'Iwabee Yuino']"
149,Friends!!,Mujina Bandits Arc,Boruto,"March 22, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Tentō Madoka', 'Naruto Uzumaki', 'Shikamaru Nara', 'Ikkyū Madoka', 'Yamaoka']"
150,The Value of a Hidden Ace,Mujina Bandits Arc,Boruto,"March 29, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Tentō Madoka', 'Ikkyū Madoka', 'Yamaoka', 'Shojoji']"
151,Boruto and Tentō,Mujina Bandits Arc,Boruto,"April 05, 2020","November 23, 2021",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Tentō Madoka', 'Ikkyū Madoka', 'Shojoji', 'Sasuke Uchiha', 'Sai Yamanaka', 'Ibiki Morino']"
152,Developing One's Medical Ninjutsu,,Boruto,"April 12, 2020","November 23, 2021",Filler,"['Sarada Uchiha', 'Sakura Uchiha', 'Boruto Uzumaki', 'Mitsuki', 'Shikadai Nara', 'Inojin Yamanaka', 'Iwabee Yuino', 'Wasabi Izuno', 'Hako Kuroi', 'Dōshu Goetsu', 'Naruto Uzumaki', 'Shikamaru Nara', 'Shizune']"
153,Harmony in Gold,,Boruto,"April 19, 2020","November 23, 2021",Filler,"['Tsubaki Kurogane', 'Wasabi Izuno', 'Namida Suzumeno', 'Hanabi Hyūga', 'Boruto Uzumaki', 'Sarada Uchiha', 'Iwabee Yuino', 'Denki Kaminarimon', 'Metal Lee']"
154,Himawari's Ninja Trial Session,,Boruto,"April 26, 2020","November 23, 2021",Filler,"['Himawari Uzumaki', 'Ehō Norimaki', 'Yuina Itomaki', 'Boruto Uzumaki', 'Hinata Uzumaki', 'Hanabi Hyūga', 'Iruka Umino', 'Anko Mitarashi', 'Shino Aburame', 'Ino Yamanaka']"
155,Mitsuki's Rainy Day,,Boruto,"July 05, 2020","November 23, 2021",Canon,"['Mitsuki', 'Boruto Uzumaki', 'Sarada Uchiha', 'Samidare Amaashi', 'Kōtarō Fūma', 'Kaneki']"
156,I Can't Stay in My Slim Form,,Boruto,"July 12, 2020","May 17, 2022",Filler,"['Chōchō Akimichi', 'Anko Mitarashi', 'Chōji Akimichi', 'Boruto Uzumaki', 'Sarada Uchiha', 'Shikadai Nara', 'Inojin Yamanaka']"
157,Kara's Footprints,Kara Actuation Arc,Boruto,"July 19, 2020","May 17, 2022",Canon,"['Sai Yamanaka', 'Sasuke Uchiha', 'Garashi Tōno', 'Naruto Uzumaki', 'Shikamaru Nara', 'Jigen', 'Hōki Taketori', 'Hako Kuroi', 'Renga Kokubō']"
158,The Man Who Disappeared,Kara Actuation Arc,Boruto,"July 26, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Sasuke Uchiha', 'Victor', 'Deepa', 'Suika Kannonji', 'Anato', 'Mia']"
159,The Hashirama Cell,Kara Actuation Arc,Boruto,"August 02, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Victor', 'Yubina', 'Anato']"
160,To the Land of Silence,Kara Actuation Arc,Boruto,"August 09, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Konohamaru Sarutobi', 'Mugino', 'Kirisaki', 'Katara', 'Haze Quadruplets']"
161,The Castle of Nightmares,Kara Actuation Arc,Boruto,"August 16, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Victor', 'Deepa', 'Asaka', 'Hiruga', 'Yūga', 'Kirisaki', 'Sakuya', 'Yubina', 'Kona']"
162,Escaping the Tightening Net,Kara Actuation Arc,Boruto,"August 23, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Deepa', 'Kirisaki', 'Asaka', 'Hiruga', 'Yūga', 'Katara', 'Kona']"
163,The Pursuers,Kara Actuation Arc,Boruto,"August 30, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Omoi', 'Kakui', 'Marui', 'Asaka', 'Hiruga', 'Yūga', 'Deepa']"
164,The Forbidden Jutsu of Death,Kara Actuation Arc,Boruto,"September 06, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Omoi', 'Kakui', 'Marui', 'Asaka', 'Hiruga', 'Yūga', 'Deepa']"
165,The Quadruplets' Duty,Kara Actuation Arc,Boruto,"September 13, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Omoi', 'Asaka', 'Hiruga', 'Yūga', 'Yoruga', 'Deepa']"
166,Death Match,Kara Actuation Arc,Boruto,"September 20, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mugino', 'Asaka', 'Hiruga', 'Deepa', 'Victor']"
167,Their Decision,Kara Actuation Arc,Boruto,"September 27, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Iwabee Yuino', 'Denki Kaminarimon', 'Metal Lee', 'Wasabi Izuno', 'Namida Suzumeno', 'Naruto Uzumaki', 'Hinata Uzumaki', 'Himawari Uzumaki', 'Shikamaru Nara', 'Sasuke Uchiha', 'Sakura Uchiha', 'Sai Yamanaka', 'Kakashi Hatake', 'Victor', 'Deepa', 'Konohamaru Sarutobi', 'Mugino', 'Shizune', 'Yubina', 'Orochimaru']"
168,Training Begins!,Kara Actuation Arc,Boruto,"October 04, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Kakashi Hatake', 'Sarada Uchiha', 'Sasuke Uchiha', 'Sakura Uchiha', 'Hinata Uzumaki', 'Himawari Uzumaki', 'Konohamaru Sarutobi', 'Mugino', 'Victor', ""Victor's Secretary""]"
169,A Joint Mission with the Sand,Kara Actuation Arc,Boruto,"October 11, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Kakashi Hatake', 'Sarada Uchiha', 'Sasuke Uchiha', 'Naruto Uzumaki', 'Shikamaru Nara', 'Shikadai Nara', 'Inojin Yamanaka', 'Chōchō Akimichi', 'Shinki', 'Yodo', 'Araya', 'Konohamaru Sarutobi', 'Mugino', 'Deepa', 'Victor', ""Victor's Secretary"", 'Iwa Doctor']"
170,A New Rasengan,Kara Actuation Arc,Boruto,"October 18, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Kakashi Hatake', 'Ibiki Morino', 'Shojoji', 'Sarada Uchiha', 'Sasuke Uchiha', 'Sakura Uchiha', 'Hinata Uzumaki', 'Ino Yamanaka', 'Shikadai Nara', 'Inojin Yamanaka', 'Chōchō Akimichi']"
171,The Results of Training (Boruto episode),Kara Actuation Arc,Boruto,"October 25, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Kakashi Hatake', 'Ibiki Morino', 'Shojoji', 'Sarada Uchiha', 'Sasuke Uchiha', 'Sakura Uchiha', 'Log', 'Orochimaru']"
172,A Signature of Fear,Kara Actuation Arc,Boruto,"November 01, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Konohamaru Sarutobi', 'Mugino', 'Kakashi Hatake', 'Iwabee Yuino', 'Denki Kaminarimon', 'Metal Lee', 'Orochimaru', 'Suigetsu Hōzuki', 'Victor', 'Deepa', 'Nattō Itohiki']"
173,The Secret Behind the Underground Room,Kara Actuation Arc,Boruto,"November 08, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Orochimaru', 'Suigetsu Hōzuki', 'Konohamaru Sarutobi', 'Mugino', 'Mia', 'Valleys Daimyō', 'Victor', ""Victor's Secretary"", 'Iwa Doctor']"
174,The Revival of the God Tree,Kara Actuation Arc,Boruto,"November 15, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Orochimaru', 'Deepa', 'Konohamaru Sarutobi', 'Mugino', 'Mia', 'Valleys Daimyō', 'Victor', ""Victor's Secretary""]"
175,Beyond the Limits!,Kara Actuation Arc,Boruto,"November 22, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Konohamaru Sarutobi', 'Mia', 'Orochimaru', 'Deepa', 'Victor']"
176,Blockade the A-Un Gate!,,Boruto,"November 29, 2020","May 17, 2022",Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Denki Kaminarimon', 'Iwabee Yuino', 'Metal Lee', 'Shikadai Nara', 'Inojin Yamanaka', 'Chōchō Akimichi', 'Wasabi Izuno', 'Namida Suzumeno', 'Tsubaki Kurogane', 'Naruto Uzumaki', 'Shikamaru Nara', 'Sai Yamanaka', 'Kakashi Hatake', 'Konohamaru Sarutobi', 'Mugino', 'Kiba Inuzuka', 'Tsunade', 'Jigen', 'Victor', 'Kurotsuchi', 'Hanabi Hyūga', 'Kōtarō Fūma', 'Uō', 'Saō']"
177,The Iron Wall's Sensing System,,Boruto,"December 06, 2020",,Canon,"['Inojin Yamanaka', 'Ino Yamanaka', 'Sai Yamanaka', 'Boruto Uzumaki', 'Shikadai Nara', 'Kohan Yamanaka', 'Hyōi Yorishiro', 'Mokume Arai']"
178,Our Fathers' Example,Ao Arc,Boruto,"December 13, 2020",,Canon,"['Shikamaru Nara', 'Shikadai Nara', 'Temari Nara', 'Shikaku Nara', 'Ino Yamanaka', 'Inoichi Yamanaka', 'Ao', 'Mugino', 'Tsunade']"
179,Victor's Scheme,Ao Arc,Boruto,"December 20, 2020",,Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Naruto Uzumaki', 'Shikamaru Nara', 'Konohamaru Sarutobi', 'Mugino', 'Jigen', 'Amado', 'Victor', 'Delta']"
180,"The Assassin, Mugino",Ao Arc,Boruto,"December 27, 2020",,Canon,"['Boruto Uzumaki', 'Mugino', 'Hiruzen Sarutobi', 'Sarada Uchiha', 'Mitsuki', 'Himawari Uzumaki', 'Naruto Uzumaki', 'Shikamaru Nara', 'Konohamaru Sarutobi', 'Katasuke Tōno']"
181,The Vessel,Ao Arc,Boruto,"January 10, 2021",,Canon,"['Boruto Uzumaki', 'Naruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Shikadai Nara', 'Inojin Yamanaka', 'Sasuke Uchiha', 'Shikamaru Nara', 'Sai Yamanaka', 'Konohamaru Sarutobi', 'Mugino', 'Jigen', 'Amado', 'Koji Kashin', 'Delta', 'Boro', 'Code', 'Victor']"
182,Ao (episode),Ao Arc,Boruto,"January 17, 2021",,Canon,"['Boruto Uzumaki', 'Sarada Uchiha', 'Mitsuki', 'Katasuke Tōno', 'Ao', 'Naruto Uzumaki', 'Shikamaru Nara', 'Sasuke Uchiha', 'Konohamaru Sarutobi', 'Mugino', 'Jigen', 'Amado', 'Koji Kashin']"
